package,keyword
pdi,tree size
gromovlab,tree space
TreeDist,tree space
TreeSearch,tree space
et.nwfva,tree species
mtsta,tree species
fgeo.analyze,tree species
forestat,tree species
ForIT,tree species
quaxnat,tree species
rBDAT,tree species
rTwig,tree species
StemAnalysis,tree species
TapeS,tree species
varSel,tree species
woodValuationDE,tree species
autoharp,tree structure
bartMan,tree structure
BAS,tree structure
dendsort,tree structure
muir,tree structure
rollupTree,tree structure
visTree,tree structure
dyntaper,tree taper
rBDAT,tree taper
ForIT,tree volume
ImVol,tree volume
chirps,trend analysis
climaemet,trend analysis
CLimd,trend analysis
ctrdata,trend analysis
litteR,trend analysis
spsurvey,trend analysis
sta,trend analysis
StructuralDecompose,trend analysis
trendchange,trend analysis
trendtestR,trend analysis
trend,trend detection
L0TFinv,trend estimation
npsp,trend estimation
RtsEva,trend estimation
dsp,trend filtering
L0TFinv,trend filtering
rtestim,trend filtering
tfCox,trend filtering
Rlgt,trend models
surveil,trend models
gimms,trend test
Kendall,trend test
rtrend,trend test
trend,trend test
nonparTrendR,trend test
Analitica,trend test
binomialtrend,trend test
CATT,trend test
CATTexact,trend test
CorrBin,trend test
multiCA,trend test
tukeytrend,trend test
netUtils,triad census
MinTriadic,triadic closure
olr,trial and error
tgcd,trial and error
DTEAssurance,trial design
BayesPPD,trial design
BayesPPDSurv,trial design
MinEDfind,trial design
goldilocks,trial design
basket,trial design
BasketTrial,trial design
bhmbasket,trial design
ASSISTant,trial design
BayesDesign,trial design
bfboinet,trial design
BOIN,trial design
cobenrich,trial design
SPCDAnalyze,trial design
TrialEmulation,trial design
ubiquity,trial design
UnplanSimon,trial design
boinet,trial design
CoRpower,trial design
eefAnalytics,trial design
eselect,trial design
graposas,trial design
grouprar,trial design
gsMAMS,trial design
ISPYARDSWinProbabilityGSDesign,trial design
ofpetrial,trial design
phase12designs,trial design
PracticalEquiDesign,trial design
seqDesign,trial design
smartDesign,trial design
debest,trial duration
seqDesign,trial duration
spiritR,trial registration
cats,trial simulation
copulaSim,trial simulation
FBCRM,trial simulation
ISPYARDSWinProbabilityGSDesign,trial simulation
nphPower,trial simulation
SeedMaker,trial simulation
RTSA,trial size
fddm,trial variability
WienR,trial variability
triangulr,triangular distribution
jmuOutlier,triangular distribution
seqtest,triangular test
agcounts,triaxial accelerometer
triact,triaxial accelerometer
mFilter,trigonometric regression
meta,trim and fill
aggutils,trimmed means
geospt,trimmed means
Inflation,trimmed means
onewaytests,trimmed means
tdigest,trimmed means
tmsens,trimmed means
twowaytests,trimmed means
welchADF,trimmed means
TDLM,trip distribution
footprint,trip length
tAI,trna genes
webSDM,trophic interactions
Nematode,trophic interactions
dietr,trophic level
EcoTroph,trophic level
NetIndices,trophic level
metanetwork,trophic level
EcoDiet,trophic link
ATNr,trophic models
fluxweb,trophic networks
metanetwork,trophic networks
trps,trophic position
tikatuwq,trophic state
mtsta,tropical andes
bagyo,tropical cyclone
TCHazaRds,tropical cyclone
kmodR,tropical cyclone
TropFishR,tropical fish
ForestGapR,tropical forest
BIOMASS,tropical forest
Rquefts,tropical soils
hurricaneexposure,tropical storm
StormR,tropical storm
triversity,true diversity
bayescount,true prevalence
ALassoSurvIC,truncated data
depend.truncation,truncated data
double.truncation,truncated data
DTDA,truncated data
emplik,truncated data
gompertztrunc,truncated data
KMsurv,truncated data
pammtools,truncated data
plac,truncated data
reservr,truncated data
TFM,truncated data
truncnormbayes,truncated data
extremeStat,truncated distributions
windAC,truncated distributions
gamlss.inf,truncated distributions
gamlss.tr,truncated distributions
shannon,truncated distributions
tmvmixnorm,truncated distributions
hdtg,truncated normal
mnormt,truncated normal
crch,truncated normal
ExtDist,truncated normal
extraDistr,truncated normal
extrafrail,truncated normal
npsf,truncated normal
QTLEMM,truncated normal
RcppDist,truncated normal
RcppTN,truncated normal
truncnorm,truncated normal
truncnormbayes,truncated normal
bgw,trust region
GALAHAD,trust region
gslnls,trust region
ifit,trust region
nleqslv,trust region
penfa,trust region
SQUIRE,trust region
trustOptim,trust region
ucminf,trust region
vntrs,trust region
rtry,try database
divent,tsallis entropy
entropart,tsallis entropy
mmaqshiny,tsi dusttrak
KOFM,tucker decomposition
nnTensor,tucker decomposition
CIplot,tukey test
ExpDes,tukey test
jmuOutlier,tukey test
hamlet,tumor growth
SynergyLMM,tumor growth
tumgr,tumor growth
jellyfisher,tumor heterogeneity
SMASH,tumor heterogeneity
iPRISM,tumor microenvironment
numbat,tumor microenvironment
maicplus,tumor response
MAICtools,tumor response
oncomsm,tumor response
dinamic,tumor tissue
DiNAMIC.Duo,tumor tissue
MVisAGe,tumor tissue
tcgaViz,tumor tissue
neutralitytestr,tumour evolution
robustbetareg,tuning constant
alqrfe,tuning parameters
catch,tuning parameters
CatReg,tuning parameters
DLASSO,tuning parameters
DNAmf,tuning parameters
FAS,tuning parameters
GPpenalty,tuning parameters
HCTR,tuning parameters
hrqglas,tuning parameters
leaderCluster,tuning parameters
LINselect,tuning parameters
penfa,tuning parameters
QuantRegGLasso,tuning parameters
robustSFA,tuning parameters
rsvddpd,tuning parameters
rust,tuning parameters
serp,tuning parameters
sparsenet,tuning parameters
SPSP,tuning parameters
autoFRK,tuning parameters
cointReg,tuning parameters
CPGLIB,tuning parameters
cumulcalib,tuning parameters
dials,tuning parameters
DidacticBoost,tuning parameters
DREGAR,tuning parameters
enetLTS,tuning parameters
EstimateGroupNetwork,tuning parameters
exdex,tuning parameters
EZtune,tuning parameters
fanc,tuning parameters
FinCovRegularization,tuning parameters
finetune,tuning parameters
ForeComp,tuning parameters
g.ridge,tuning parameters
itp,tuning parameters
jointVIP,tuning parameters
MRCE,tuning parameters
npiv,tuning parameters
PCS,tuning parameters
penalized,tuning parameters
penalizedSVM,tuning parameters
prclust,tuning parameters
PSGD,tuning parameters
RMSS,tuning parameters
SILFS,tuning parameters
surtvep,tuning parameters
tidydann,tuning parameters
wNNSel,tuning parameters
pathviewr,tunnel position
pvcurveanalysis,turgor loss
pvldcurve,turgor loss
celltrackR,turning angle
EMbC,turning angle
ed50,turning point
ed50simulation,turning point
lactater,turning point
modTurPoint,turning point
portfolioBacktest,turnover rate
WARN,turnover rate
alone,tv series
datardis,tv series
ACEt,twin models
umx,twin models
grmsem,twin research
umx,twin research
opitools,twitter data
storywranglr,twitter data
WeatherSentiment,twitter data
bubbleHeatmap,two dimensions
CHNOSZ,two dimensions
diagonals,two dimensions
einsum,two dimensions
ExplodeLayout,two dimensions
GeneralizedUmatrix,two dimensions
GeneralizedUmatrixGPU,two dimensions
hdrcde,two dimensions
heplots,two dimensions
kindisperse,two dimensions
spectralGP,two dimensions
visualpred,two dimensions
chngpt,two phase regression
HDNRA,two sample problem
mratios,two sample problem
RandomProjectionTest,two sample problem
tnl.Test,two sample problem
adaptTest,two stage
adestr,two stage
adoptr,two stage
baskexact,two stage
BayesDesign,two stage
bbw,two stage
beezdiscounting,two stage
BiTSLS,two stage
bmem,two stage
bmemLavaan,two stage
bootsurv,two stage
Bvalue,two stage
CepReg,two stage
cobenrich,two stage
ContRespPP,two stage
CRE,two stage
dmlalg,two stage
DynClust,two stage
EEML,two stage
endogeneity,two stage
eratosthenes,two stage
EwR,two stage
experiment,two stage
fejiv,two stage
GCEstim,two stage
gen2stage,two stage
genepi,two stage
GroupTest,two stage
iAdapt,two stage
ivreg,two stage
ivtools,two stage
LDATS,two stage
leapp,two stage
MinEDfind,two stage
MRTAnalysis,two stage
mtdesign,two stage
MultNonParam,two stage
naivereg,two stage
OneArm2stage,two stage
OneSampleMR,two stage
OptOTrials,two stage
PCL,two stage
Power2Stage,two stage
preference,two stage
quantoptr,two stage
R2BEAT,two stage
RCT2,two stage
rlppinv,two stage
robust2sls,two stage
RPIV,two stage
rtmpinv,two stage
saeczi,two stage
saekernel,two stage
samplingVarEst,two stage
sem,two stage
spatialreg,two stage
spatstat,two stage
spatstat.explore,two stage
spatstat.linnet,two stage
spatstat.model,two stage
splineCox,two stage
sscor,two stage
systemfit,two stage
TANDEM,two stage
timereg,two stage
trtswitch,two stage
TSCI,two stage
TSHRC,two stage
TSMCP,two stage
tsriadditive,two stage
twoStageDesignTMLE,two stage
UnplanSimon,two stage
VisualizeSimon2Stage,two stage
KoulMde,two stage
seqDesign,two stage
sMSROC,two stage
BaHZING,type 1
BinarybalancedCut,type 1
FuzzyR,type 1
lavaSearch2,type 1
MultiGroupSequential,type 1
NBDesign,type 1
orders,type 1
showtext,type 1
BinarybalancedCut,type 2
FuzzyR,type 2
QDiabetes,type 2
SCDB,type 2
T2DFitTailor,type 2
easyr,type conversion
JuliaCall,type conversion
nc,type conversion
abima,type i
abwm,type i
ANOFA,type i
asympDiag,type i
AUtests,type i
avlm,type i
BACCT,type i
BayesPPD,type i
BayesPPDSurv,type i
bbssr,type i
bccp,type i
BivRegBLS,type i
BOP2FE,type i
bosfr,type i
cenGAM,type i
cocotest,type i
cpsurvsim,type i
cwot,type i
DiscreteWeibull,type i
DTEBOP2,type i
evidenceFactors,type i
fastOnlineCpt,type i
fdp,type i
fpow,type i
frequentistSSD,type i
frequentistSSDBinary,type i
GLMaSPU,type i
glogis,type i
GRAB,type i
HDMT,type i
HTT,type i
hytest,type i
lmerTest,type i
matrixsampling,type i
maxcombo,type i
MCPtests,type i
MiSPU,type i
MKpower,type i
mos,type i
MPS,type i
MSPRT,type i
NonNorMvtDist,type i
NonParRolCor,type i
nproc,type i
ntranova,type i
OptGS,type i
PermCor,type i
PMCMRplus,type i
PoSIAdjRSquared,type i
powerNLSEM,type i
RABR,type i
rbtt,type i
rcens,type i
replicateBE,type i
RHSDB,type i
RNOmni,type i
rOCEAN,type i
Rsampling,type i
RTSA,type i
SAMBA,type i
seqICP,type i
sffdr,type i
sgpv,type i
SimTOST,type i
SPRT,type i
ssrm.logmer,type i
STARTdesign,type i
survRM2perm,type i
tatest,type i
tcftt,type i
terminaldigits,type i
USP,type i
wmwm,type i
WMWssp,type i
wqspt,type i
bibs,type i
ecocbo,type i
ffmanova,type i
LFDR.MLE,type i
pcensmix,type i
PLreg,type i
sasLM,type i
spinyReg,type i
lmomco,type i
prettyglm,type i
PRDA,type m error
PRDA,type s error
reptiledb.data,type specimens
currentSurvival,tyrosine kinase
cccrm,u statistics
ConfIntVariance,u statistics
pROC,u statistics
readrba,u statistics
robcp,u statistics
TFRE,u statistics
uclust,u statistics
UStatBookABSC,u statistics
covBM,uhlenbeck process
Rdrw,uhlenbeck process
timedelay,uhlenbeck process
kdps,uk biobank
ukbnmr,uk biobank
winfapReader,uk data
geboes.score,ulcerative colitis
rticulate,ultrasound tongue imaging
ultrapolaRplot,ultrasound tongue imaging
UVdose,ultraviolet radiation
metaumbrella,umbrella review
bild,unbalanced data
cold,unbalanced data
easyanova,unbalanced data
genstab,unbalanced data
LiblineaR,unbalanced data
pleiotest,unbalanced data
VCA,unbalanced data
mvMISE,unbalanced designs
catfun,unbalanced designs
ffmanova,unbalanced designs
samplesize,unbalanced designs
simglm,unbalanced designs
SimComp,unbalanced sample sizes
ConfIntVariance,unbiased estimation
minque,unbiased estimation
speff2trial,unbiased estimation
ACV,unbiased estimator
iPRSue,unbiased estimator
metaBLUE,unbiased estimator
BSL,unbiased estimator
ConfIntVariance,unbiased estimator
mueRelativeRisk,unbiased estimator
pmhtutorial,unbiased estimator
SightabilityModel,uncertain detection
andorR,uncertain information
ciuupi,uncertain prior
ciuupi2,uncertain prior
CFAcoop,uncertainty analysis
DUToolkit,uncertainty analysis
markowitz,uncertainty analysis
sfc,uncertainty analysis
CDFt,uncertainty assessment
rdecision,uncertainty distribution
blocs,uncertainty estimation
ConFluxPro,uncertainty estimation
metRology,uncertainty estimation
uncertainty,uncertainty estimation
FRB,uncertainty measures
OTclust,uncertainty measures
errors,uncertainty propagation
spup,uncertainty propagation
AIUQ,uncertainty quantification
bakR,uncertainty quantification
BayesianFitForecast,uncertainty quantification
BayesSurvival,uncertainty quantification
BKP,uncertainty quantification
bnns,uncertainty quantification
BSTFA,uncertainty quantification
bsynth,uncertainty quantification
copre,uncertainty quantification
cpam,uncertainty quantification
DNAmf,uncertainty quantification
dymo,uncertainty quantification
eFCM,uncertainty quantification
GPBayes,uncertainty quantification
GWASinlps,uncertainty quantification
kldest,uncertainty quantification
LinkedGASP,uncertainty quantification
mLLMCelltype,uncertainty quantification
MR.RGM,uncertainty quantification
nimblewomble,uncertainty quantification
profExtrema,uncertainty quantification
RBaM,uncertainty quantification
rgm,uncertainty quantification
RobustCalibration,uncertainty quantification
sbim,uncertainty quantification
SLGP,uncertainty quantification
Sobol4R,uncertainty quantification
survival.svb,uncertainty quantification
umbridge,uncertainty quantification
ARCHISSUR,uncertainty reduction
GPareto,uncertainty reduction
impimp,unconditional and conditional probabilities
modsem,unconstrained approach
BiodiversityR,unconstrained ordination
boral,unconstrained ordination
VGAMdata,unconstrained ordination
ura,undergraduate research
EcoMetrics,undergraduate students
KarsTS,underground environments
imageseg,understory vegetation
spsurvey,unequal inclusion probabilities
nrba,unequal probabilities
hettx,unexplained variation
bggum,unfolding model
bmggum,unfolding model
GGUM,unfolding model
transfR,ungauged catchments
unifyR,unified scores
pblm,uniform association
difR,uniform dif
mstDIF,uniform dif
codecountR,uniform distribution
ddst,uniform distribution
ggQQunif,uniform distribution
LeArEst,uniform distribution
otrimle,uniform distribution
pgnorm,uniform distribution
PRNG,uniform distribution
PWEALL,uniform distribution
randomUniformForest,uniform distribution
simulMGF,uniform distribution
SOPIE,uniform distribution
CAGR,uniform growth
binsreg,uniform inference
contdid,uniform inference
lspartition,uniform inference
QTE.RD,uniform inference
BaSkePro,uniform prior
SiPhyNetwork,uniform prior
agridat,uniformity trials
holobiont,unifrac distance
GUD,unimodal distribution
assertable,unique identifiers
italy,unique identifiers
RcppUUID,unique identifiers
shortuuid,unique identifiers
squids,unique identifiers
ulid,unique identifiers
uuid,unique identifiers
HACSim,unique species
berryFunctions,unit hydrograph
FSSF,unit hypercube
multIntTestFunc,unit hypercube
betareg,unit interval
cobin,unit interval
FPV,unit interval
Fuzzy.p.value,unit interval
gkwdist,unit interval
mable,unit interval
sbde,unit interval
SFS,unit interval
tipsae,unit interval
hbsae,unit level model
rsae,unit level model
saeHB.unit,unit level model
apor,unit of analysis
npboottprm,unit of analysis
pdR,unit root
uroot,unit root
actfts,unit root
bootUR,unit root
exuber,unit root
fracdist,unit root
fUnitRoots,unit root
HDTSA,unit root
NonlinearTSA,unit root
nortsTest,unit root
plm,unit root
STFTS,unit root
sTSD,unit root
tseriesTARMA,unit root
UnitStat,unit root
urca,unit root
URooTab,unit root
gMCPLite,unit testing
groqR,unit testing
hedgehog,unit testing
mcunit,unit testing
optimCheck,unit testing
ProjectTemplate,unit testing
realtest,unit testing
RUnit,unit testing
shinytest2,unit testing
testdat,unit testing
tinytest,unit testing
tinytest2JUnit,unit testing
ttdo,unit testing
unittest,unit testing
usethis,unit testing
EIEntropy,united kingdom
RivRetrieve,united kingdom
UKFE,united kingdom
winfapReader,united kingdom
NHSRdatasets,united kingdom
nomisdata,united kingdom
comtradr,united nations
disastr.api,united nations
FAOSTAT,united nations
fishstat,united nations
kayadata,united nations
refugees,united nations
text2sdg,united nations
u5mr,united nations
unhcrdown,united nations
unhcrthemes,united nations
unvotes,united nations
pargasite,united states
housingData,united states
mwlaxeref,united states
admiral,united states
admiralmetabolic,united states
admiralneuro,united states
admiralonco,united states
admiralophtha,united states
admiralpeds,united states
admiralvaccine,united states
altfuelr,united states
apportion,united states
awdb,united states
baytrends,united states
blscrapeR,united states
cms,united states
collegeScorecard,united states
covidcast,united states
crimedata,united states
cspp,united states
csppData,united states
energyr,united states
fcall,united states
fec16,united states
ffiec,united states
FlowScreen,united states
ForecastingEnsembles,united states
govinfoR,united states
gwavr,united states
icd.data,united states
inlcolor,united states
mmtsne,united states
muckrock,united states
ndi,united states
npi,united states
obcost,united states
patentr,united states
pinp,united states
PL94171,united states
qatarcars,united states
rarms,united states
refuge,united states
rFIA,united states
RivRetrieve,united states
rnassqs,united states
sdtm.oak,united states
sotu,united states
statebins,united states
StateLevelForest,united states
statprograms,united states
stochLAB,united states
tidyedgar,united states
tigris,united states
tinytiger,united states
TSEntropies,united states
uscoauditlog,united states
usdampr,united states
usdata,united states
usincometaxes,united states
USpopcenters,united states
vaersNDvax,united states
webmap,united states
ZillowR,united states
argo,united states
binequality,united states
blsBandit,united states
chem.databases,united states
con2aqi,united states
congress,united states
cpsvote,united states
echor,united states
GSODR,united states
ie2misc,united states
ie2miscdata,united states
kgc,united states
multicool,united states
NutrienTrackeR,united states
ProPublicaR,united states
rATTAINS,united states
reasonabletools,united states
tidycensus,united states
tidyUSDA,united states
usa,united states
uscongress,united states
usdarnass,united states
usfertilizer,united states
usmap,united states
voteogram,united states
whitewater,united states
cnum,units of measurement
combat.enigma,units of measurement
bcpa,univariate analysis
FRESA.CAD,univariate analysis
Rrepest,univariate statistics
summarytools,univariate statistics
tidystopwords,universal dependencies
spm2,universal kriging
ttScreening,unknown factor
extBatchMarking,unmarked individuals
causens,unmeasured confounders
NegativeControlOutcomeAdjustment,unmeasured confounders
rpsftm,unmeasured confounders
unmconf,unmeasured confounders
apisensr,unmeasured confounding
BiTSLS,unmeasured confounding
causens,unmeasured confounding
depCensoring,unmeasured confounding
episensr,unmeasured confounding
EValue,unmeasured confounding
otrKM,unmeasured confounding
psBayesborrow,unmeasured confounding
riAFTBART,unmeasured confounding
SAMTx,unmeasured confounding
sim.BA,unmeasured confounding
survSens,unmeasured confounding
tipr,unmeasured confounding
tsriadditive,unmeasured confounding
autostsm,unobserved components
tsissm,unobserved components
budgetIVr,unobserved confounding
leakyIV,unobserved confounding
plmmr,unobserved confounding
SDModels,unobserved confounding
sensmediation,unobserved confounding
ui,unobserved confounding
brokenstick,unobserved data
RefBasedMI,unobserved data
auctionr,unobserved heterogeneity
PDMIF,unobserved heterogeneity
RobMixReg,unobserved heterogeneity
HIViz,unprotected sex
metansue,unreported effects
arf,unstructured data
bigMap,unsupervised clustering
ClassDiscovery,unsupervised clustering
DBCVindex,unsupervised clustering
GMCM,unsupervised clustering
jackstraw,unsupervised clustering
KMEANS.KNN,unsupervised clustering
KRIS,unsupervised clustering
Platypus,unsupervised clustering
variantspark,unsupervised clustering
arf,unsupervised learning
FitUltD,unsupervised learning
jackstraw,unsupervised learning
metasnf,unsupervised learning
mtlgmm,unsupervised learning
nonet,unsupervised learning
randomUniformForest,unsupervised learning
samurais,unsupervised learning
SPECK,unsupervised learning
OTBsegm,unsupervised segmentation
erah,untargeted metabolomics
MetProc,untargeted metabolomics
TIGERr,untargeted metabolomics
BLA,upper boundary
utest,upper boundary
ediblecity,urban agriculture
CoordinateCleaner,urban areas
odbr,urban areas
rcrisp,urban areas
hudr,urban development
uci,urban form
EnviroPRA2,urban garden
flowmapblue,urban mobility
od,urban mobility
cartographr,urban planning
geofi,urban planning
SpatGRID,urban planning
IGC.CSM,urban policies
healthyAddress,urban studies
lightsf,urban studies
OpenBARD,urban tree
washdata,urban water
KHQ,urinary incontinence
RARfreq,urn model
baf,us census
censusr,us census
cvap,us census
findSVI,us census
idbr,us census
ppmf,us census
seasonal,us census
tidycensus,us census
us.census.geoheader,us census
usmapdata,us census
x12,us census
x13binary,us census
zctaCrosswalk,us census
incidentally,us congress
rcorpora,us presidents
choroplethrMaps,us states
infectiousR,us states
clickb,usage data
arrg,usage patterns
envir,usage patterns
ggmRSCU,usage patterns
animate,use cases
assertable,use cases
coder,use cases
convertid,use cases
counterfactuals,use cases
csvread,use cases
CTD,use cases
ctsemOMX,use cases
dsmisc,use cases
EmbedSOM,use cases
genlasso,use cases
ggtibble,use cases
githubr,use cases
incase,use cases
interp,use cases
isingLenzMC,use cases
loggit,use cases
mevr,use cases
mlrMBO,use cases
onetime,use cases
OpenRange,use cases
OutcomeWeights,use cases
pacta.loanbook,use cases
paramtest,use cases
parttime,use cases
pdist,use cases
Rita,use cases
rmdHelpers,use cases
rscc,use cases
slash,use cases
smidm,use cases
stochvol,use cases
tidytitanic,use cases
viafoundry,use cases
yfscreen,use cases
isocalcR,use efficiency
lue,use efficiency
NUETON,use efficiency
bigleaf,use efficiency
matconv,use of time
rtestim,use trend
hhsmm,useful lifetime
chunkhooks,user experience
exactamente,user experience
g6R,user experience
hcidata,user experience
periscope,user experience
r2resize,user experience
rixpress,user experience
scoutbaR,user experience
shiny.emptystate,user experience
shinyLP,user experience
shinyvalidate,user experience
tapLock,user experience
uxr,user experience
AdhereRViz,user interface
aifeducation,user interface
Amelia,user interface
AnthropMMD,user interface
BiodiversityR,user interface
Boptbd,user interface
brainGraph,user interface
CCWeights,user interface
colorspace,user interface
competitiontoolbox,user interface
corporaexplorer,user interface
countfitteR,user interface
DALY,user interface
DBTCShiny,user interface
detrendeR,user interface
DQAgui,user interface
DVHmetrics,user interface
dynafluxr,user interface
easySdcTable,user interface
EventDetectGUI,user interface
FAfA,user interface
FastRet,user interface
FFD,user interface
FuzzyR,user interface
GDINA,user interface
GeoWeightedModel,user interface
ggfigdone,user interface
gMCP,user interface
grapesAgri1,user interface
InterfaceqPCR,user interface
iNZightPlots,user interface
iNZightRegression,user interface
iNZightTools,user interface
iNZightTS,user interface
IsoplotRgui,user interface
JGR,user interface
KappaGUI,user interface
lavaangui,user interface
lionfish,user interface
maGUI,user interface
makemyprior,user interface
MDSGUI,user interface
metagear,user interface
MethodOpt,user interface
miniGUI,user interface
mlr3shiny,user interface
MuPETFlow,user interface
mutossGUI,user interface
NetExplorer,user interface
optbdmaeAT,user interface
optrcdmaeAT,user interface
PBSmodelling,user interface
plfMA,user interface
plotSEMM,user interface
progressr,user interface
QCA,user interface
qmethod,user interface
r5rgui,user interface
Rcmdr,user interface
RcmdrPlugin.DoE,user interface
RcmdrPlugin.MA,user interface
RcmdrPlugin.PcaRobust,user interface
ReDaMoR,user interface
relMix,user interface
robmedExtra,user interface
RPMG,user interface
sara4r,user interface
scan,user interface
sdcMicro,user interface
sdstudio,user interface
seasonal,user interface
seasonalview,user interface
shinybrms,user interface
shinystan,user interface
skpr,user interface
soiltexture,user interface
SOMbrero,user interface
SOMEnv,user interface
soptdmaeA,user interface
starry,user interface
statnetWeb,user interface
strvalidator,user interface
textAnnotatoR,user interface
TIMP,user interface
tkImgR,user interface
twig,user interface
viewpoly,user interface
VIM,user interface
xRing,user interface
yuimaGUI,user interface
blackbox,user interface
blockr.core,user interface
bscui,user interface
carat,user interface
Certara.RsNLME.ModelBuilder,user interface
Certara.VPCResults,user interface
crispRdesignR,user interface
detzrcr,user interface
dragulaR,user interface
Eagle,user interface
epiworldRShiny,user interface
evidence,user interface
formatR,user interface
git4r,user interface
googleErrorReportingR,user interface
GrapheR,user interface
hardhat,user interface
IDEAFilter,user interface
ideanet,user interface
IGoRRR,user interface
insane,user interface
irtawsi,user interface
irtGUI,user interface
litteR,user interface
mailtoR,user interface
meta4diag,user interface
modeltools,user interface
modgetxl,user interface
ModTools,user interface
monobinShiny,user interface
neonstore,user interface
PDE,user interface
pmxcode,user interface
provenance,user interface
RARfreq,user interface
rdflib,user interface
RKorAPClient,user interface
shiny.router,user interface
shiny.semantic,user interface
shinyMixR,user interface
shinyNextUI,user interface
shinypayload,user interface
ShinyQuickStarter,user interface
shinyWidgets,user interface
simcausal,user interface
stCEG,user interface
stringstatic,user interface
symbol.equation.gpt,user interface
taipan,user interface
teal.transform,user interface
Ternary,user interface
tinytable,user interface
trackeRapp,user interface
TreeSearch,user interface
ttcg,user interface
voi,user interface
vvdoctor,user interface
libcoin,user interface
MASSExtra,user interface
mlt,user interface
Rmoji,user interface
rviewgraph,user interface
scoutbaR,user interface
shinyauthr,user interface
shinyglide,user interface
shotGroups,user interface
svGUI,user interface
tram,user interface
Umatrix,user interface
AHPtools,user preferences
corx,user preferences
r2resize,user preferences
adas.utils,utility function
EFAutilities,utility function
fontawesome,utility function
htrSPRanalysis,utility function
optimalThreshold,utility function
prefeR,utility function
utilityFunctionTools,utility function
W4MRUtils,utility function
mau,utility theory
aldvmm,utility value
mkde,utilization distributions
PPCDT,utilization efficiency
touch,utilization project
kmeRtone,uv radiation
photobiologyPlants,uv radiation
vaccinationimpact,vaccination campaigns
epidict,vaccination coverage
infectiousR,vaccination coverage
immunaut,vaccination strategies
vaxineR,vaccine coverage
MedxR,vaccine effectiveness
vaccineff,vaccine effectiveness
vaxineR,vaccine effectiveness
DOVE,vaccine efficacy
iDOVE,vaccine efficacy
immunaut,vaccine efficacy
NegativeControlOutcomeAdjustment,vaccine efficacy
PoDBAY,vaccine efficacy
seqDesign,vaccine efficacy
sievePH,vaccine efficacy
vaccine,vaccine efficacy
vaxpmx,vaccine efficacy
VEwaning,vaccine efficacy
VEwaningVariant,vaccine efficacy
impactflu,vaccine preventable diseases
vaersNDvax,vaccine safety
Racmacs,vaccine strain
VEwaning,vaccine trial
VEwaningVariant,vaccine trial
MedDataSets,vaccine trial
sglr,vaccine trial
vacuum,vacuum cleaner
avlm,valid inference
civ,valid inference
DebiasInfer,valid inference
fastrerandomize,valid inference
PosiR,valid inference
pqrBayes,valid inference
VALIDICLUST,valid inference
NHPoisson,validation analysis
aggreCAT,validation data
baserater,validation data
booami,validation data
EMAR,validation data
EZtune,validation data
picR,validation data
roccv,validation data
tidyrules,validation data
MOCCA,validation indices
bayesforecast,validation methods
clv,validation methods
conTree,validation methods
copulaSim,validation methods
cv,validation methods
cvLM,validation methods
microdiluteR,validation methods
Qval,validation methods
ROSE,validation methods
loadshaper,validation metrics
mgee2,validation set
multiview,validation set
regRSM,validation set
waves,validation set
zcurve,validation studies
smoothy,validation studies
metaEnsembleR,validation test
ofpetrial,validity and reliability
BayesCVI,validity index
decompr,value added
dfvad,value added
exvatools,value added
modernVA,value added
RealVAMS,value added
Risk,value at risk
ActuarialM,value at risk
atRisk,value at risk
cvar,value at risk
Distributacalcul,value at risk
evt0,value at risk
ExtremeRisks,value at risk
facmodCS,value at risk
facmodTS,value at risk
FatTailsR,value at risk
fEGarch,value at risk
gnFit,value at risk
matrisk,value at risk
portvine,value at risk
quarks,value at risk
tstests,value at risk
ufRisk,value at risk
VaRES,value at risk
decompr,value chain
gvc,value chain
DRclass,value function
fmtr,value function
FPV,value function
Fuzzy.p.value,value function
ganDataModel,value function
gretel,value function
intkrige,value function
JQL,value function
schumaker,value function
ShapDoE,value function
decisionSupport,value of information
voi,value of information
surveyvoi,value of information
decisionSupport,value of perfect information
voi,value of perfect information
eq5d,value sets
eq5dsuite,value sets
KHQ,value sets
valueEQ5D,value sets
debkeepr,value systems
blockmodeling,valued networks
SoilHyP,van genuchten
soilhypfit,van genuchten
soilwater,van genuchten
LEGIT,vantage sensitivity
rTRIPLEXCWFlux,vapor pressure deficits
GSODR,vapour pressure
rpmodel,vapour pressure
dvqcc,var models
FCVAR,var models
LSVAR,var models
MARSS,var models
svars,var models
VARshrink,var models
VGAMextra,var models
ConnectednessApproach,var models
MTS,var models
multivar,var models
pvars,var models
VARcpDetectOnline,var models
vars,var models
VARtests,var models
NPHazardRate,variable bandwidth
HDclust,variable blocks
statisR,variable blocks
bdsvd,variable clustering
clusterGGM,variable clustering
didec,variable clustering
Hmisc,variable clustering
klaR,variable clustering
Rprofet,variable clustering
VecDep,variable clustering
distantia,variable contribution
flashlight,variable contribution
itsdm,variable contribution
vita,variable importance
aorsf,variable importance
bartMan,variable importance
care,variable importance
cheem,variable importance
cito,variable importance
cjbart,variable importance
ConsensusOPLS,variable importance
cpi,variable importance
diversityForest,variable importance
EIX,variable importance
enmpa,variable importance
familiar,variable importance
flashlight,variable importance
flevr,variable importance
FuzzySpec,variable importance
ham,variable importance
icRSF,variable importance
IPMRF,variable importance
itsdm,variable importance
jointVIP,variable importance
logicDT,variable importance
